timestamp,day_of_year,month,day,weekday,event_order,event,new_data_arrived,retraining_on,retraining_complete,accuracy,loss,precision,recall,f1_score
2026-01-09 12:00:00,9,1,9,Friday,2,steady_midday,0,0,0,0.7365,0.5179,0.7282,0.7309,0.7296
2026-01-09 15:00:00,9,1,9,Friday,3,steady_afternoon,0,0,0,0.7349,0.5101,0.7410,0.7347,0.7379
2026-01-09 17:00:00,9,1,9,Friday,4,pre_arrival_check,0,0,0,0.7371,0.5143,0.7498,0.7311,0.7404
2026-01-09 18:00:00,9,1,9,Friday,5,new_data_arrival,1,0,0,0.7196,0.5409,0.7176,0.7174,0.7175
2026-01-09 19:00:00,9,1,9,Friday,6,retraining_triggered,0,1,0,0.7164,0.5473,0.7247,0.7245,0.7246
2026-01-09 21:00:00,9,1,9,Friday,7,retraining_started,0,1,0,0.7152,0.5244,0.7154,0.7220,0.7187
2026-01-09 23:00:00,9,1,9,Friday,8,retraining_complete,0,0,1,0.7413,0.5030,0.7446,0.7400,0.7423
2026-01-10 09:00:00,10,1,10,Saturday,1,steady_morning,0,0,0,0.7370,0.4938,0.7467,0.7355,0.7411
2026-01-10 12:00:00,10,1,10,Saturday,2,steady_midday,0,0,0,0.7357,0.4991,0.7324,0.7398,0.7361
2026-01-10 15:00:00,10,1,10,Saturday,3,steady_afternoon,0,0,0,0.7371,0.5097,0.7289,0.7396,0.7342
2026-01-10 17:00:00,10,1,10,Saturday,4,pre_arrival_check,0,0,0,0.7362,0.5105,0.7311,0.7315,0.7313
2026-01-10 18:00:00,10,1,10,Saturday,5,new_data_arrival,1,0,0,0.7198,0.5134,0.7054,0.7058,0.7056
2026-01-10 19:00:00,10,1,10,Saturday,6,retraining_triggered,0,1,0,0.7179,0.5484,0.7157,0.7210,0.7183
2026-01-10 21:00:00,10,1,10,Saturday,7,retraining_started,0,1,0,0.7163,0.5276,0.7249,0.7147,0.7198
2026-01-10 23:00:00,10,1,10,Saturday,8,retraining_complete,0,0,1,0.7487,0.4896,0.7386,0.7485,0.7435
2026-01-11 09:00:00,11,1,11,Sunday,1,steady_morning,0,0,0,0.7394,0.5180,0.7444,0.7539,0.7491
2026-01-11 12:00:00,11,1,11,Sunday,2,steady_midday,0,0,0,0.7395,0.5166,0.7610,0.7318,0.7462
2026-01-11 15:00:00,11,1,11,Sunday,3,steady_afternoon,0,0,0,0.7382,0.4928,0.7400,0.7601,0.7499
2026-01-11 17:00:00,11,1,11,Sunday,4,pre_arrival_check,0,0,0,0.7394,0.4718,0.7310,0.7334,0.7322
2026-01-11 18:00:00,11,1,11,Sunday,5,new_data_arrival,1,0,0,0.7228,0.5234,0.7175,0.7152,0.7163
2026-01-11 19:00:00,11,1,11,Sunday,6,retraining_triggered,0,1,0,0.7203,0.5380,0.7237,0.7390,0.7313
2026-01-11 21:00:00,11,1,11,Sunday,7,retraining_started,0,1,0,0.7197,0.5317,0.7140,0.7107,0.7123
2026-01-11 23:00:00,11,1,11,Sunday,8,retraining_complete,0,0,1,0.7508,0.5094,0.7376,0.7691,0.7530
2026-01-12 09:00:00,12,1,12,Monday,1,steady_morning,0,0,0,0.7413,0.4856,0.7368,0.7475,0.7421
2026-01-12 12:00:00,12,1,12,Monday,2,steady_midday,0,0,0,0.7428,0.5078,0.7414,0.7440,0.7427
2026-01-12 15:00:00,12,1,12,Monday,3,steady_afternoon,0,0,0,0.7437,0.4761,0.7508,0.7324,0.7415
2026-01-12 17:00:00,12,1,12,Monday,4,pre_arrival_check,0,0,0,0.7437,0.4879,0.7565,0.7471,0.7518
2026-01-12 18:00:00,12,1,12,Monday,5,new_data_arrival,1,0,0,0.7264,0.5349,0.7419,0.7276,0.7347
2026-01-12 19:00:00,12,1,12,Monday,6,retraining_triggered,0,1,0,0.7233,0.5469,0.7239,0.7439,0.7338
2026-01-12 21:00:00,12,1,12,Monday,7,retraining_started,0,1,0,0.7198,0.5339,0.7173,0.7295,0.7233
2026-01-12 23:00:00,12,1,12,Monday,8,retraining_complete,0,0,1,0.7520,0.5007,0.7657,0.7423,0.7538
2026-01-13 09:00:00,13,1,13,Tuesday,1,steady_morning,0,0,0,0.7529,0.4882,0.7525,0.7322,0.7422
2026-01-13 12:00:00,13,1,13,Tuesday,2,steady_midday,0,0,0,0.7524,0.4955,0.7393,0.7591,0.7491
2026-01-13 15:00:00,13,1,13,Tuesday,3,steady_afternoon,0,0,0,0.7548,0.4715,0.7454,0.7497,0.7476
2026-01-13 17:00:00,13,1,13,Tuesday,4,pre_arrival_check,0,0,0,0.7554,0.4721,0.7548,0.7649,0.7598
2026-01-13 18:00:00,13,1,13,Tuesday,5,new_data_arrival,1,0,0,0.7407,0.4904,0.7457,0.7354,0.7405
2026-01-13 19:00:00,13,1,13,Tuesday,6,retraining_triggered,0,1,0,0.7386,0.4962,0.7375,0.7282,0.7328
2026-01-13 21:00:00,13,1,13,Tuesday,7,retraining_started,0,1,0,0.7376,0.5061,0.7256,0.7572,0.7411
2026-01-13 23:00:00,13,1,13,Tuesday,8,retraining_complete,0,0,1,0.7685,0.4714,0.7615,0.7706,0.7660
2026-01-14 09:00:00,14,1,14,Wednesday,1,steady_morning,0,0,0,0.7567,0.4836,0.7875,0.7679,0.7775
2026-01-14 12:00:00,14,1,14,Wednesday,2,steady_midday,0,0,0,0.7538,0.4915,0.7443,0.7378,0.7410
2026-01-14 15:00:00,14,1,14,Wednesday,3,steady_afternoon,0,0,0,0.7551,0.4775,0.7475,0.7409,0.7442
2026-01-14 17:00:00,14,1,14,Wednesday,4,pre_arrival_check,0,0,0,0.7546,0.5009,0.7438,0.7715,0.7574
2026-01-14 18:00:00,14,1,14,Wednesday,5,new_data_arrival,1,0,0,0.7371,0.5072,0.7370,0.7519,0.7444
2026-01-14 19:00:00,14,1,14,Wednesday,6,retraining_triggered,0,1,0,0.7371,0.5141,0.7285,0.7523,0.7402
2026-01-14 21:00:00,14,1,14,Wednesday,7,retraining_started,0,1,0,0.7392,0.4907,0.7288,0.7373,0.7330
2026-01-14 23:00:00,14,1,14,Wednesday,8,retraining_complete,0,0,1,0.7605,0.5101,0.7467,0.7698,0.7581
2026-01-15 09:00:00,15,1,15,Thursday,1,steady_morning,0,0,0,0.7481,0.5058,0.7391,0.7424,0.7407
2026-01-15 12:00:00,15,1,15,Thursday,2,steady_midday,0,0,0,0.7498,0.4942,0.7548,0.7400,0.7473
2026-01-15 15:00:00,15,1,15,Thursday,3,steady_afternoon,0,0,0,0.7493,0.5014,0.7568,0.7326,0.7445
2026-01-15 17:00:00,15,1,15,Thursday,4,pre_arrival_check,0,0,0,0.7491,0.4820,0.7425,0.7548,0.7486
2026-01-15 18:00:00,15,1,15,Thursday,5,new_data_arrival,1,0,0,0.7433,0.5003,0.7252,0.7270,0.7261
2026-01-15 19:00:00,15,1,15,Thursday,6,retraining_triggered,0,1,0,0.7417,0.5108,0.7443,0.7327,0.7384
2026-01-15 21:00:00,15,1,15,Thursday,7,retraining_started,0,1,0,0.7402,0.4846,0.7236,0.7396,0.7315
2026-01-15 23:00:00,15,1,15,Thursday,8,retraining_complete,0,0,1,0.7558,0.4736,0.7492,0.7562,0.7527
2026-01-16 09:00:00,16,1,16,Friday,1,steady_morning,0,0,0,0.7500,0.5100,0.7509,0.7484,0.7497
2026-01-16 12:00:00,16,1,16,Friday,2,steady_midday,0,0,0,0.7488,0.4876,0.7514,0.7522,0.7518
2026-01-16 15:00:00,16,1,16,Friday,3,steady_afternoon,0,0,0,0.7497,0.4987,0.7448,0.7454,0.7451
2026-01-16 17:00:00,16,1,16,Friday,4,pre_arrival_check,0,0,0,0.7484,0.5253,0.7442,0.7513,0.7477
2026-01-16 18:00:00,16,1,16,Friday,5,new_data_arrival,1,0,0,0.7412,0.5198,0.7499,0.7379,0.7438
2026-01-16 19:00:00,16,1,16,Friday,6,retraining_triggered,0,1,0,0.7396,0.4883,0.7355,0.7192,0.7273
2026-01-16 21:00:00,16,1,16,Friday,7,retraining_started,0,1,0,0.7355,0.5080,0.7168,0.7319,0.7243
2026-01-16 23:00:00,16,1,16,Friday,8,retraining_complete,0,0,1,0.7613,0.4774,0.7781,0.7646,0.7713
2026-01-17 09:00:00,17,1,17,Saturday,1,steady_morning,0,0,0,0.7548,0.4746,0.7463,0.7631,0.7547
2026-01-17 12:00:00,17,1,17,Saturday,2,steady_midday,0,0,0,0.7517,0.4979,0.7524,0.7469,0.7497
2026-01-17 15:00:00,17,1,17,Saturday,3,steady_afternoon,0,0,0,0.7518,0.4830,0.7551,0.7622,0.7586
2026-01-17 17:00:00,17,1,17,Saturday,4,pre_arrival_check,0,0,0,0.7509,0.4849,0.7482,0.7411,0.7446
2026-01-17 18:00:00,17,1,17,Saturday,5,new_data_arrival,1,0,0,0.7301,0.4995,0.7339,0.7377,0.7358
2026-01-17 19:00:00,17,1,17,Saturday,6,retraining_triggered,0,1,0,0.7254,0.5245,0.7341,0.7390,0.7365
2026-01-17 21:00:00,17,1,17,Saturday,7,retraining_started,0,1,0,0.7266,0.4984,0.7453,0.7188,0.7319
2026-01-17 23:00:00,17,1,17,Saturday,8,retraining_complete,0,0,1,0.7631,0.4886,0.7453,0.7780,0.7613
2026-01-18 09:00:00,18,1,18,Sunday,1,steady_morning,0,0,0,0.7506,0.4770,0.7666,0.7455,0.7559
2026-01-18 12:00:00,18,1,18,Sunday,2,steady_midday,0,0,0,0.7525,0.5063,0.7513,0.7531,0.7522
2026-01-18 15:00:00,18,1,18,Sunday,3,steady_afternoon,0,0,0,0.7546,0.4852,0.7377,0.7699,0.7535
2026-01-18 17:00:00,18,1,18,Sunday,4,pre_arrival_check,0,0,0,0.7534,0.4641,0.7492,0.7433,0.7462
2026-01-18 18:00:00,18,1,18,Sunday,5,new_data_arrival,1,0,0,0.7443,0.4791,0.7526,0.7451,0.7488
2026-01-18 19:00:00,18,1,18,Sunday,6,retraining_triggered,0,1,0,0.7459,0.5219,0.7329,0.7425,0.7377
2026-01-18 21:00:00,18,1,18,Sunday,7,retraining_started,0,1,0,0.7485,0.4904,0.7459,0.7334,0.7396
2026-01-18 23:00:00,18,1,18,Sunday,8,retraining_complete,0,0,1,0.7644,0.4766,0.7617,0.7374,0.7493
2026-01-19 09:00:00,19,1,19,Monday,1,steady_morning,0,0,0,0.7579,0.4760,0.7565,0.7522,0.7544
2026-01-19 12:00:00,19,1,19,Monday,2,steady_midday,0,0,0,0.7579,0.4735,0.7576,0.7524,0.7550
2026-01-19 15:00:00,19,1,19,Monday,3,steady_afternoon,0,0,0,0.7578,0.5068,0.7589,0.7553,0.7571
2026-01-19 17:00:00,19,1,19,Monday,4,pre_arrival_check,0,0,0,0.7581,0.5027,0.7316,0.7690,0.7498
2026-01-19 18:00:00,19,1,19,Monday,5,new_data_arrival,1,0,0,0.7463,0.4908,0.7256,0.7429,0.7341
2026-01-19 19:00:00,19,1,19,Monday,6,retraining_triggered,0,1,0,0.7434,0.4828,0.7293,0.7356,0.7324
2026-01-19 21:00:00,19,1,19,Monday,7,retraining_started,0,1,0,0.7414,0.5207,0.7589,0.7507,0.7548
2026-01-19 23:00:00,19,1,19,Monday,8,retraining_complete,0,0,1,0.7750,0.4584,0.7822,0.7637,0.7728
2026-01-20 09:00:00,20,1,20,Tuesday,1,steady_morning,0,0,0,0.7649,0.4907,0.7682,0.7524,0.7602
2026-01-20 12:00:00,20,1,20,Tuesday,2,steady_midday,0,0,0,0.7675,0.4899,0.7656,0.7623,0.7639
2026-01-20 15:00:00,20,1,20,Tuesday,3,steady_afternoon,0,0,0,0.7675,0.4508,0.7604,0.7534,0.7569
2026-01-20 17:00:00,20,1,20,Tuesday,4,pre_arrival_check,0,0,0,0.7662,0.5018,0.7723,0.7534,0.7627
2026-01-20 18:00:00,20,1,20,Tuesday,5,new_data_arrival,1,0,0,0.7520,0.4935,0.7312,0.7690,0.7496
2026-01-20 19:00:00,20,1,20,Tuesday,6,retraining_triggered,0,1,0,0.7507,0.4977,0.7497,0.7453,0.7475
2026-01-20 21:00:00,20,1,20,Tuesday,7,retraining_started,0,1,0,0.7482,0.4961,0.7478,0.7592,0.7535
2026-01-20 23:00:00,20,1,20,Tuesday,8,retraining_complete,0,0,1,0.7742,0.4662,0.7757,0.7706,0.7732
2026-01-21 09:00:00,21,1,21,Wednesday,1,steady_morning,0,0,0,0.7678,0.4809,0.7508,0.7781,0.7642
2026-01-21 12:00:00,21,1,21,Wednesday,2,steady_midday,0,0,0,0.7693,0.4972,0.7719,0.7791,0.7755
2026-01-21 15:00:00,21,1,21,Wednesday,3,steady_afternoon,0,0,0,0.7675,0.4549,0.7777,0.7491,0.7631
2026-01-21 17:00:00,21,1,21,Wednesday,4,pre_arrival_check,0,0,0,0.7695,0.4798,0.7633,0.7698,0.7665
2026-01-21 18:00:00,21,1,21,Wednesday,5,new_data_arrival,1,0,0,0.7520,0.4791,0.7447,0.7539,0.7493
2026-01-21 19:00:00,21,1,21,Wednesday,6,retraining_triggered,0,1,0,0.7512,0.4774,0.7451,0.7371,0.7411
2026-01-21 21:00:00,21,1,21,Wednesday,7,retraining_started,0,1,0,0.7470,0.5115,0.7335,0.7372,0.7354
2026-01-21 23:00:00,21,1,21,Wednesday,8,retraining_complete,0,0,1,0.7761,0.4725,0.7666,0.8025,0.7841
2026-01-22 09:00:00,22,1,22,Thursday,1,steady_morning,0,0,0,0.7672,0.4840,0.7742,0.7615,0.7678
2026-01-22 12:00:00,22,1,22,Thursday,2,steady_midday,0,0,0,0.7699,0.4481,0.7796,0.7761,0.7778
2026-01-22 15:00:00,22,1,22,Thursday,3,steady_afternoon,0,0,0,0.7663,0.4743,0.7590,0.7638,0.7614
2026-01-22 17:00:00,22,1,22,Thursday,4,pre_arrival_check,0,0,0,0.7694,0.4521,0.7756,0.7712,0.7734
2026-01-22 18:00:00,22,1,22,Thursday,5,new_data_arrival,1,0,0,0.7536,0.4971,0.7574,0.7597,0.7586
2026-01-22 19:00:00,22,1,22,Thursday,6,retraining_triggered,0,1,0,0.7512,0.4982,0.7620,0.7595,0.7607
2026-01-22 21:00:00,22,1,22,Thursday,7,retraining_started,0,1,0,0.7466,0.5025,0.7459,0.7300,0.7379
2026-01-22 23:00:00,22,1,22,Thursday,8,retraining_complete,0,0,1,0.7794,0.4425,0.7814,0.7821,0.7817
2026-01-23 09:00:00,23,1,23,Friday,1,steady_morning,0,0,0,0.7592,0.4756,0.7561,0.7615,0.7588
2026-01-23 12:00:00,23,1,23,Friday,2,steady_midday,0,0,0,0.7602,0.4790,0.7727,0.7512,0.7618
2026-01-23 15:00:00,23,1,23,Friday,3,steady_afternoon,0,0,0,0.7593,0.4857,0.7549,0.7738,0.7642
2026-01-23 17:00:00,23,1,23,Friday,4,pre_arrival_check,0,0,0,0.7595,0.4865,0.7698,0.7446,0.7570
2026-01-23 18:00:00,23,1,23,Friday,5,new_data_arrival,1,0,0,0.7450,0.5137,0.7539,0.7458,0.7499
2026-01-23 19:00:00,23,1,23,Friday,6,retraining_triggered,0,1,0,0.7411,0.5364,0.7359,0.7552,0.7454
2026-01-23 21:00:00,23,1,23,Friday,7,retraining_started,0,1,0,0.7387,0.5262,0.7350,0.7342,0.7346
2026-01-23 23:00:00,23,1,23,Friday,8,retraining_complete,0,0,1,0.7726,0.4624,0.7884,0.7674,0.7778
2026-01-24 09:00:00,24,1,24,Saturday,1,steady_morning,0,0,0,0.7624,0.4820,0.7512,0.7662,0.7586
2026-01-24 12:00:00,24,1,24,Saturday,2,steady_midday,0,0,0,0.7606,0.5182,0.7655,0.7635,0.7645
2026-01-24 15:00:00,24,1,24,Saturday,3,steady_afternoon,0,0,0,0.7609,0.4717,0.7545,0.7556,0.7550
2026-01-24 17:00:00,24,1,24,Saturday,4,pre_arrival_check,0,0,0,0.7617,0.4980,0.7562,0.7554,0.7558
2026-01-24 18:00:00,24,1,24,Saturday,5,new_data_arrival,1,0,0,0.7487,0.4814,0.7629,0.7430,0.7528
2026-01-24 19:00:00,24,1,24,Saturday,6,retraining_triggered,0,1,0,0.7462,0.5060,0.7509,0.7406,0.7457
2026-01-24 21:00:00,24,1,24,Saturday,7,retraining_started,0,1,0,0.7431,0.5230,0.7451,0.7279,0.7364
2026-01-24 23:00:00,24,1,24,Saturday,8,retraining_complete,0,0,1,0.7680,0.4678,0.7859,0.7618,0.7737
2026-01-25 09:00:00,25,1,25,Sunday,1,steady_morning,0,0,0,0.7683,0.4654,0.7801,0.7935,0.7868
2026-01-25 12:00:00,25,1,25,Sunday,2,steady_midday,0,0,0,0.7648,0.4872,0.7599,0.7752,0.7675
2026-01-25 15:00:00,25,1,25,Sunday,3,steady_afternoon,0,0,0,0.7659,0.4704,0.7844,0.7717,0.7780
2026-01-25 17:00:00,25,1,25,Sunday,4,pre_arrival_check,0,0,0,0.7655,0.4885,0.7715,0.7766,0.7740
2026-01-25 18:00:00,25,1,25,Sunday,5,new_data_arrival,1,0,0,0.7524,0.5076,0.7574,0.7630,0.7602
2026-01-25 19:00:00,25,1,25,Sunday,6,retraining_triggered,0,1,0,0.7499,0.4901,0.7637,0.7564,0.7600
2026-01-25 21:00:00,25,1,25,Sunday,7,retraining_started,0,1,0,0.7472,0.4832,0.7487,0.7593,0.7539
2026-01-25 23:00:00,25,1,25,Sunday,8,retraining_complete,0,0,1,0.7716,0.4703,0.7753,0.7676,0.7714
2026-01-26 09:00:00,26,1,26,Monday,1,steady_morning,0,0,0,0.7745,0.4759,0.7736,0.7773,0.7754
2026-01-26 12:00:00,26,1,26,Monday,2,steady_midday,0,0,0,0.7753,0.4688,0.7772,0.7708,0.7740
2026-01-26 15:00:00,26,1,26,Monday,3,steady_afternoon,0,0,0,0.7754,0.4679,0.7861,0.7651,0.7754
2026-01-26 17:00:00,26,1,26,Monday,4,pre_arrival_check,0,0,0,0.7769,0.4414,0.7699,0.7888,0.7792
2026-01-26 18:00:00,26,1,26,Monday,5,new_data_arrival,1,0,0,0.7705,0.4944,0.7650,0.7743,0.7696
2026-01-26 19:00:00,26,1,26,Monday,6,retraining_triggered,0,1,0,0.7644,0.5056,0.7637,0.7588,0.7613
2026-01-26 21:00:00,26,1,26,Monday,7,retraining_started,0,1,0,0.7630,0.4855,0.7485,0.7410,0.7447
2026-01-26 23:00:00,26,1,26,Monday,8,retraining_complete,0,0,1,0.7806,0.4710,0.7756,0.7704,0.7730
2026-01-27 09:00:00,27,1,27,Tuesday,1,steady_morning,0,0,0,0.7773,0.4855,0.7808,0.7647,0.7727
2026-01-27 12:00:00,27,1,27,Tuesday,2,steady_midday,0,0,0,0.7782,0.4680,0.7774,0.7894,0.7834
2026-01-27 15:00:00,27,1,27,Tuesday,3,steady_afternoon,0,0,0,0.7787,0.4691,0.7832,0.7844,0.7838
2026-01-27 17:00:00,27,1,27,Tuesday,4,pre_arrival_check,0,0,0,0.7780,0.4660,0.7844,0.7913,0.7879
2026-01-27 18:00:00,27,1,27,Tuesday,5,new_data_arrival,1,0,0,0.7633,0.5001,0.7704,0.7624,0.7664
2026-01-27 19:00:00,27,1,27,Tuesday,6,retraining_triggered,0,1,0,0.7632,0.4780,0.7564,0.7812,0.7686
2026-01-27 21:00:00,27,1,27,Tuesday,7,retraining_started,0,1,0,0.7614,0.4703,0.7471,0.7627,0.7548
2026-01-27 23:00:00,27,1,27,Tuesday,8,retraining_complete,0,0,1,0.7844,0.4497,0.7928,0.7778,0.7852
